Age,Overall,Potential,Special,International_Reputation,Weak_Foot,Skill_Moves,Weight,DIV,HAN,KIC,REF,POS,Best_Overall_Rating,PAC,Preferred_Foot_Right
31,71,71,1078,1.0,2.0,1.0,86.18,72.0,68.0,67.0,69.0,71.0,71.0,33.5,1
23,63,68,1076,1.0,2.0,1.0,87.09,67.0,57.0,58.0,60.0,66.0,63.0,34.5,1
26,70,74,1076,1.0,3.0,1.0,79.83,70.0,68.0,67.0,68.0,71.0,70.0,40.0,1
23,63,71,1075,1.0,3.0,1.0,82.1,63.0,61.0,62.0,62.0,64.0,63.0,44.5,1
22,62,69,1075,1.0,2.0,1.0,79.83,65.0,60.0,55.0,55.0,70.0,62.0,43.5,1
23,62,69,1071,1.0,2.0,1.0,78.02,63.0,60.0,59.0,60.0,62.0,62.0,45.0,1
25,58,62,1068,1.0,2.0,1.0,86.18,59.0,56.0,55.0,53.0,63.0,58.0,40.0,1
25,61,67,1066,1.0,3.0,1.0,88.9,62.0,61.0,57.0,60.0,62.0,60.0,43.5,1
22,63,70,1065,1.0,2.0,1.0,78.02,67.0,56.0,57.0,59.0,70.0,63.0,45.0,1
35,65,65,1063,1.0,1.0,1.0,87.09,65.0,62.0,52.0,65.0,67.0,65.0,40.5,0
25,70,73,1062,1.0,3.0,1.0,87.09,74.0,64.0,59.0,70.0,73.0,70.0,43.5,1
21,67,74,1061,1.0,2.0,1.0,78.93,69.0,62.0,64.0,65.0,69.0,67.0,32.5,1
19,64,81,1061,1.0,4.0,1.0,83.01,66.0,61.0,61.0,58.0,67.0,64.0,40.0,1
23,62,68,1061,1.0,2.0,1.0,84.82,60.0,61.0,63.0,61.0,64.0,61.0,38.5,0
19,68,82,1056,1.0,2.0,1.0,73.94,69.0,66.0,72.0,65.0,69.0,68.0,27.0,0
21,62,74,1055,1.0,3.0,1.0,77.11,64.0,59.0,56.0,60.0,64.0,62.0,32.5,1
20,67,81,1054,1.0,3.0,1.0,79.83,71.0,66.0,63.0,68.0,68.0,67.0,39.0,1
33,74,74,1051,2.0,2.0,1.0,82.1,74.0,74.0,63.0,76.0,74.0,74.0,44.0,0
17,60,81,1049,1.0,2.0,1.0,69.85,60.0,64.0,59.0,57.0,61.0,60.0,30.5,1
21,63,72,1048,1.0,3.0,1.0,83.01,68.0,59.0,56.0,58.0,65.0,63.0,46.0,1
38,72,72,1041,2.0,2.0,1.0,89.81,71.0,73.0,45.0,74.0,72.0,71.0,32.5,1
20,59,71,1040,1.0,4.0,1.0,81.19,63.0,56.0,57.0,54.0,60.0,59.0,43.5,0
19,60,78,1038,1.0,3.0,1.0,76.2,59.0,57.0,55.0,59.0,65.0,59.0,40.0,1
19,63,78,1037,1.0,3.0,1.0,73.94,64.0,64.0,60.0,62.0,63.0,63.0,44.5,1
23,78,86,1036,1.0,2.0,1.0,84.82,77.0,76.0,73.0,78.0,80.0,78.0,24.0,1
24,56,62,1030,1.0,2.0,1.0,74.84,57.0,54.0,56.0,54.0,53.0,56.0,46.0,1
20,62,76,1030,1.0,2.0,1.0,79.83,61.0,63.0,60.0,55.0,66.0,62.0,60.0,1
22,65,75,1026,1.0,2.0,1.0,79.83,66.0,65.0,67.0,64.0,69.0,65.0,32.5,1
34,67,67,1026,1.0,3.0,1.0,88.9,68.0,65.0,64.0,68.0,68.0,67.0,33.0,1
33,68,68,1026,2.0,2.0,1.0,110.22,55.0,72.0,53.0,73.0,75.0,68.0,20.0,1
23,65,71,1022,1.0,2.0,1.0,84.82,67.0,60.0,54.0,61.0,69.0,65.0,40.5,1
20,64,75,1019,1.0,3.0,1.0,73.03,62.0,60.0,62.0,66.0,68.0,64.0,28.5,1
21,64,73,1018,1.0,2.0,1.0,78.93,62.0,60.0,61.0,63.0,62.0,64.0,24.5,1
18,59,73,1017,1.0,3.0,1.0,69.85,60.0,57.0,62.0,61.0,65.0,59.0,23.0,1
19,63,77,1017,1.0,3.0,1.0,78.02,61.0,64.0,64.0,62.0,62.0,63.0,26.5,1
21,63,75,1012,1.0,3.0,1.0,77.11,60.0,62.0,62.0,68.0,66.0,63.0,32.5,1
19,62,76,1009,1.0,3.0,1.0,68.95,68.0,60.0,66.0,55.0,64.0,62.0,41.5,1
17,57,79,1009,1.0,3.0,1.0,69.85,57.0,56.0,51.0,50.0,60.0,57.0,44.0,1
19,69,83,1006,1.0,3.0,1.0,91.17,65.0,70.0,71.0,69.0,70.0,68.0,28.0,1
29,64,65,1000,1.0,3.0,1.0,79.83,61.0,63.0,62.0,65.0,65.0,64.0,33.5,1
19,64,80,998,1.0,4.0,1.0,83.01,62.0,63.0,65.0,62.0,63.0,64.0,28.5,1
22,64,73,996,1.0,2.0,1.0,83.01,66.0,61.0,62.0,63.0,65.0,64.0,33.0,1
20,65,79,992,1.0,3.0,1.0,78.02,66.0,61.0,66.0,62.0,67.0,65.0,30.5,1
19,63,76,991,1.0,3.0,1.0,83.01,62.0,60.0,63.0,59.0,65.0,63.0,52.0,0
21,61,69,991,1.0,2.0,1.0,78.02,65.0,52.0,51.0,61.0,64.0,60.0,44.5,1
20,66,79,988,1.0,3.0,1.0,83.01,68.0,62.0,61.0,63.0,69.0,66.0,47.0,1
21,67,77,987,1.0,3.0,1.0,74.84,71.0,60.0,62.0,62.0,73.0,67.0,27.0,1
22,67,75,987,1.0,3.0,1.0,79.83,65.0,66.0,67.0,63.0,68.0,67.0,29.5,0
22,63,73,986,1.0,3.0,1.0,79.83,60.0,62.0,58.0,55.0,69.0,63.0,36.0,1
18,58,76,981,1.0,3.0,1.0,86.18,59.0,57.0,56.0,56.0,58.0,58.0,45.0,0
20,63,74,979,1.0,2.0,1.0,83.91,66.0,61.0,59.0,62.0,66.0,63.0,31.0,1
21,68,78,975,1.0,3.0,1.0,78.02,70.0,68.0,64.0,67.0,69.0,68.0,27.0,1
20,61,74,967,1.0,2.0,1.0,79.83,62.0,61.0,59.0,59.0,63.0,61.0,37.5,1
20,61,75,965,1.0,2.0,1.0,68.95,62.0,59.0,55.0,58.0,64.0,61.0,39.0,1
21,66,73,964,1.0,3.0,1.0,88.0,63.0,65.0,60.0,70.0,65.0,66.0,25.5,1
28,60,60,962,1.0,2.0,1.0,83.01,62.0,60.0,62.0,58.0,60.0,60.0,21.5,1
19,64,77,961,1.0,2.0,1.0,89.81,65.0,61.0,62.0,60.0,69.0,64.0,26.5,1
20,62,71,960,1.0,3.0,1.0,89.81,62.0,61.0,60.0,63.0,62.0,62.0,45.0,1
23,70,76,959,1.0,3.0,1.0,82.1,72.0,69.0,70.0,66.0,71.0,70.0,19.5,1
22,61,67,958,1.0,2.0,1.0,78.02,64.0,63.0,58.0,61.0,58.0,60.0,26.0,1
20,62,71,956,1.0,5.0,1.0,79.83,62.0,59.0,65.0,60.0,63.0,62.0,28.5,1
21,61,71,955,1.0,2.0,1.0,73.03,61.0,59.0,60.0,61.0,60.0,61.0,36.5,1
19,63,77,955,1.0,3.0,1.0,72.12,64.0,62.0,61.0,63.0,64.0,63.0,21.0,1
20,63,77,954,1.0,3.0,1.0,78.93,64.0,62.0,65.0,59.0,63.0,63.0,21.5,1
28,66,67,952,1.0,2.0,1.0,96.16,70.0,62.0,51.0,59.0,74.0,66.0,17.5,1
36,72,72,951,1.0,1.0,1.0,83.01,68.0,71.0,62.0,72.0,74.0,72.0,26.0,1
36,64,64,951,1.0,2.0,1.0,79.83,64.0,60.0,59.0,64.0,66.0,64.0,29.0,1
22,58,63,949,1.0,3.0,1.0,94.8,58.0,60.0,55.0,56.0,56.0,58.0,24.5,1
20,67,79,949,1.0,2.0,1.0,84.82,68.0,66.0,64.0,67.0,66.0,67.0,21.0,1
21,68,76,947,1.0,2.0,1.0,88.9,71.0,68.0,60.0,67.0,68.0,68.0,19.0,1
18,59,65,947,1.0,2.0,1.0,78.02,62.0,58.0,56.0,58.0,62.0,59.0,27.5,1
22,65,75,945,1.0,3.0,1.0,78.02,66.0,66.0,63.0,62.0,74.0,65.0,24.5,1
26,69,73,944,1.0,1.0,1.0,84.82,70.0,66.0,66.0,70.0,68.0,69.0,22.0,1
32,63,63,942,1.0,2.0,1.0,78.93,64.0,62.0,58.0,59.0,64.0,63.0,23.0,0
17,57,77,942,1.0,2.0,1.0,66.22,56.0,55.0,55.0,59.0,57.0,57.0,36.5,1
22,64,71,941,1.0,3.0,1.0,84.82,69.0,59.0,63.0,60.0,64.0,64.0,25.5,1
19,62,74,937,1.0,3.0,1.0,89.81,62.0,59.0,61.0,61.0,64.0,62.0,30.5,1
26,65,68,935,1.0,3.0,1.0,89.81,66.0,63.0,63.0,66.0,67.0,65.0,41.5,1
19,66,83,935,1.0,2.0,1.0,83.91,69.0,66.0,67.0,65.0,69.0,66.0,24.0,0
17,60,78,932,1.0,3.0,1.0,73.94,63.0,59.0,61.0,58.0,63.0,60.0,33.0,1
18,58,74,932,1.0,2.0,1.0,78.02,58.0,55.0,56.0,55.0,62.0,58.0,23.5,0
25,62,62,929,1.0,2.0,1.0,84.82,64.0,60.0,68.0,62.0,62.0,61.0,33.5,0
20,60,69,926,1.0,3.0,1.0,74.84,52.0,58.0,60.0,67.0,61.0,60.0,18.5,1
17,56,71,926,1.0,2.0,1.0,83.01,54.0,53.0,50.0,56.0,56.0,56.0,44.0,1
19,55,71,926,1.0,3.0,1.0,78.02,55.0,58.0,56.0,56.0,52.0,55.0,30.5,1
19,63,80,926,1.0,3.0,1.0,87.09,63.0,58.0,63.0,59.0,65.0,63.0,16.0,1
19,60,76,924,1.0,3.0,1.0,78.02,60.0,62.0,65.0,58.0,60.0,60.0,29.5,1
21,64,75,921,1.0,3.0,1.0,78.93,63.0,64.0,64.0,61.0,63.0,64.0,24.0,1
17,60,77,920,1.0,3.0,1.0,74.84,61.0,56.0,56.0,58.0,62.0,60.0,26.0,1
19,55,68,920,1.0,2.0,1.0,88.0,55.0,54.0,51.0,51.0,56.0,55.0,27.5,1
17,59,82,916,1.0,2.0,1.0,78.02,60.0,59.0,56.0,59.0,60.0,59.0,27.0,1
20,63,64,915,1.0,2.0,1.0,74.84,70.0,63.0,55.0,59.0,65.0,62.0,32.5,1
18,57,72,915,1.0,3.0,1.0,78.93,59.0,56.0,57.0,56.0,58.0,57.0,34.5,1
20,63,72,914,1.0,2.0,1.0,79.83,65.0,62.0,58.0,61.0,63.0,63.0,17.5,1
20,64,78,913,1.0,2.0,1.0,79.83,63.0,64.0,62.0,60.0,66.0,64.0,29.5,1
20,62,72,913,1.0,2.0,1.0,84.82,62.0,60.0,58.0,59.0,64.0,62.0,24.5,1
19,58,75,912,1.0,3.0,1.0,78.93,59.0,60.0,61.0,58.0,63.0,58.0,28.5,1
16,58,71,911,1.0,3.0,1.0,78.93,59.0,54.0,52.0,54.0,60.0,58.0,35.0,1
19,64,79,910,1.0,2.0,1.0,77.11,67.0,63.0,59.0,63.0,66.0,63.0,26.5,1
20,63,76,910,1.0,3.0,1.0,83.91,61.0,62.0,66.0,64.0,64.0,63.0,25.0,1
22,53,62,902,1.0,2.0,1.0,74.84,46.0,58.0,59.0,52.0,56.0,53.0,20.5,0
19,64,77,901,1.0,3.0,1.0,78.93,64.0,65.0,60.0,63.0,66.0,63.0,25.0,1
19,55,70,901,1.0,1.0,1.0,78.02,57.0,56.0,55.0,55.0,56.0,55.0,33.0,1
18,57,75,899,1.0,3.0,1.0,74.84,59.0,56.0,57.0,54.0,57.0,57.0,20.5,1
21,57,67,899,1.0,2.0,1.0,89.81,60.0,58.0,53.0,54.0,59.0,57.0,26.0,0
19,60,72,899,1.0,3.0,1.0,78.02,64.0,65.0,68.0,54.0,59.0,60.0,28.0,1
20,58,72,898,1.0,2.0,1.0,81.19,58.0,56.0,55.0,59.0,58.0,58.0,23.5,1
19,54,69,898,1.0,2.0,1.0,86.18,55.0,54.0,53.0,53.0,54.0,54.0,35.0,1
22,60,68,895,1.0,3.0,1.0,74.84,66.0,65.0,60.0,59.0,57.0,60.0,27.0,1
19,57,72,894,1.0,2.0,1.0,78.93,58.0,56.0,56.0,52.0,57.0,57.0,24.5,1
18,54,69,893,1.0,1.0,1.0,74.84,57.0,53.0,57.0,52.0,58.0,54.0,26.0,1
18,60,74,891,1.0,2.0,1.0,78.02,60.0,56.0,61.0,55.0,62.0,60.0,23.0,0
17,57,76,886,1.0,3.0,1.0,84.82,62.0,51.0,49.0,55.0,60.0,57.0,26.5,1
19,55,74,884,1.0,2.0,1.0,73.94,58.0,54.0,50.0,53.0,57.0,55.0,25.0,1
22,58,67,883,1.0,2.0,1.0,84.82,62.0,63.0,52.0,58.0,53.0,58.0,25.5,1
17,55,73,882,1.0,2.0,1.0,77.11,54.0,53.0,54.0,54.0,55.0,55.0,35.5,1
16,54,74,882,1.0,2.0,1.0,78.02,56.0,50.0,50.0,51.0,55.0,54.0,29.5,1
18,54,68,881,1.0,2.0,1.0,82.1,55.0,56.0,53.0,52.0,59.0,54.0,22.0,1
20,61,69,879,1.0,3.0,1.0,73.94,66.0,67.0,58.0,60.0,58.0,61.0,28.0,1
21,47,56,879,1.0,2.0,1.0,86.18,48.0,41.0,47.0,43.0,53.0,47.0,40.5,1
20,60,74,876,1.0,3.0,1.0,73.94,62.0,60.0,58.0,62.0,63.0,60.0,31.5,1
21,59,70,876,1.0,2.0,1.0,74.84,63.0,58.0,57.0,60.0,64.0,60.0,26.0,1
19,54,71,870,1.0,3.0,1.0,78.93,54.0,54.0,58.0,50.0,58.0,54.0,24.0,1
17,55,75,869,1.0,3.0,1.0,74.84,58.0,59.0,51.0,49.0,58.0,54.0,37.0,1
17,55,75,868,1.0,3.0,1.0,76.2,57.0,53.0,53.0,56.0,55.0,55.0,21.0,1
19,57,70,868,1.0,3.0,1.0,74.84,58.0,53.0,58.0,56.0,63.0,57.0,26.0,1
19,52,66,866,1.0,1.0,1.0,74.84,51.0,53.0,49.0,50.0,51.0,52.0,25.0,1
21,53,63,865,1.0,3.0,1.0,78.93,56.0,52.0,48.0,50.0,55.0,53.0,30.5,1
16,58,73,865,1.0,3.0,1.0,73.03,60.0,58.0,55.0,54.0,64.0,58.0,21.5,1
19,55,68,865,1.0,3.0,1.0,78.02,53.0,59.0,54.0,53.0,53.0,55.0,23.5,0
26,61,64,865,1.0,3.0,1.0,73.03,64.0,62.0,61.0,62.0,62.0,60.0,19.5,1
21,60,69,864,1.0,3.0,1.0,77.11,64.0,54.0,61.0,60.0,62.0,60.0,25.5,1
16,61,74,864,1.0,2.0,1.0,93.89,61.0,57.0,58.0,62.0,61.0,61.0,17.0,1
20,58,74,861,1.0,3.0,1.0,83.01,59.0,54.0,50.0,59.0,63.0,58.0,25.0,1
17,52,70,859,1.0,3.0,1.0,68.95,53.0,48.0,50.0,48.0,57.0,52.0,34.0,1
20,55,69,853,1.0,3.0,1.0,69.85,59.0,58.0,54.0,46.0,56.0,55.0,27.0,1
20,52,68,853,1.0,3.0,1.0,74.84,52.0,54.0,55.0,49.0,56.0,51.0,29.5,0
16,51,72,851,1.0,2.0,1.0,74.84,53.0,51.0,50.0,50.0,49.0,51.0,21.5,1
17,53,70,848,1.0,2.0,1.0,76.2,53.0,54.0,48.0,50.0,56.0,53.0,19.0,1
18,58,75,844,1.0,2.0,1.0,73.94,63.0,59.0,57.0,55.0,59.0,58.0,18.5,1
18,56,73,842,1.0,2.0,1.0,78.93,58.0,55.0,54.0,55.0,62.0,56.0,35.5,1
18,50,68,842,1.0,1.0,1.0,82.1,52.0,50.0,48.0,47.0,57.0,50.0,33.0,1
18,53,73,841,1.0,2.0,1.0,73.03,52.0,53.0,52.0,50.0,58.0,53.0,24.0,1
19,54,67,840,1.0,2.0,1.0,79.83,57.0,57.0,51.0,48.0,53.0,54.0,18.0,1
19,51,65,840,1.0,3.0,1.0,92.99,66.0,45.0,48.0,43.0,47.0,51.0,35.5,1
20,50,63,839,1.0,3.0,1.0,81.19,57.0,51.0,46.0,45.0,51.0,50.0,17.0,0
18,54,74,839,1.0,1.0,1.0,73.94,62.0,55.0,51.0,45.0,58.0,54.0,31.0,1
22,56,65,837,1.0,2.0,1.0,74.84,62.0,51.0,61.0,54.0,62.0,56.0,19.5,1
20,60,71,834,1.0,3.0,1.0,84.82,64.0,55.0,59.0,56.0,62.0,60.0,21.5,1
18,53,73,830,1.0,3.0,1.0,78.93,56.0,53.0,54.0,49.0,56.0,53.0,28.5,1
18,57,76,827,1.0,2.0,1.0,76.2,59.0,58.0,56.0,54.0,61.0,57.0,24.5,1
21,49,59,810,1.0,1.0,1.0,74.84,47.0,50.0,50.0,48.0,52.0,49.0,24.0,1
20,51,65,793,1.0,2.0,1.0,77.11,53.0,53.0,49.0,45.0,50.0,50.0,22.0,1
19,54,71,787,1.0,2.0,1.0,83.91,54.0,54.0,47.0,54.0,56.0,54.0,17.5,1
18,51,70,755,1.0,2.0,1.0,78.93,58.0,46.0,57.0,52.0,47.0,50.0,23.5,1
26,88,91,1534,2.0,3.0,1.0,86.18,86.0,82.0,93.0,86.0,88.0,88.0,63.5,0
34,89,89,1515,5.0,4.0,1.0,92.08,87.0,87.0,91.0,86.0,89.0,89.0,57.0,1
26,81,84,1484,1.0,5.0,1.0,77.11,81.0,77.0,87.0,77.0,85.0,81.0,48.5,0
37,77,77,1471,3.0,3.0,1.0,79.83,77.0,76.0,84.0,75.0,77.0,77.0,56.0,1
28,77,80,1460,1.0,3.0,1.0,89.81,80.0,76.0,84.0,77.0,80.0,77.0,64.0,1
29,86,86,1449,4.0,3.0,1.0,82.1,88.0,81.0,78.0,82.0,89.0,86.0,57.5,1
28,90,93,1442,3.0,4.0,1.0,84.82,88.0,85.0,88.0,88.0,90.0,90.0,44.0,1
27,91,93,1413,3.0,3.0,1.0,87.09,87.0,92.0,78.0,90.0,90.0,91.0,51.5,1
31,82,82,1405,3.0,2.0,1.0,83.01,86.0,75.0,76.0,76.0,85.0,80.0,54.5,0
27,78,81,1401,1.0,3.0,1.0,89.81,78.0,80.0,78.0,77.0,77.0,78.0,58.0,1
27,90,91,1389,3.0,3.0,1.0,91.17,86.0,88.0,85.0,91.0,89.0,90.0,51.5,1
31,81,81,1385,1.0,4.0,1.0,68.04,82.0,82.0,72.0,77.0,84.0,81.0,65.0,1
29,83,84,1385,2.0,2.0,1.0,81.19,85.0,80.0,74.0,80.0,86.0,83.0,63.5,0
33,87,87,1380,3.0,3.0,1.0,79.83,90.0,81.0,75.0,82.0,90.0,87.0,53.5,1
27,82,86,1380,2.0,3.0,1.0,93.89,85.0,79.0,80.0,78.0,84.0,82.0,55.0,1
32,84,84,1375,3.0,2.0,1.0,83.91,84.0,80.0,77.0,82.0,83.0,84.0,55.0,0
33,80,80,1373,2.0,3.0,1.0,79.83,81.0,80.0,77.0,78.0,82.0,80.0,51.5,1
28,85,87,1372,3.0,3.0,1.0,82.1,85.0,83.0,80.0,84.0,86.0,85.0,55.5,1
31,86,86,1366,3.0,4.0,1.0,78.93,80.0,86.0,85.0,87.0,85.0,86.0,51.0,1
33,84,84,1366,2.0,3.0,1.0,88.9,82.0,77.0,83.0,79.0,89.0,84.0,54.0,1
28,80,82,1366,1.0,4.0,1.0,82.1,81.0,75.0,82.0,78.0,82.0,80.0,52.5,1
25,83,88,1364,1.0,3.0,1.0,77.11,82.0,83.0,79.0,82.0,84.0,83.0,48.5,0
33,87,87,1361,4.0,1.0,1.0,82.1,89.0,82.0,68.0,84.0,90.0,87.0,63.5,0
31,82,82,1361,2.0,3.0,1.0,87.09,84.0,82.0,77.0,80.0,82.0,82.0,56.5,1
29,83,83,1354,1.0,2.0,1.0,78.02,84.0,78.0,74.0,81.0,86.0,83.0,55.5,1
29,78,79,1349,1.0,3.0,1.0,73.03,78.0,77.0,76.0,77.0,79.0,78.0,58.0,1
26,77,82,1347,1.0,4.0,1.0,79.83,77.0,75.0,73.0,75.0,79.0,77.0,50.0,1
30,82,82,1333,2.0,2.0,1.0,83.91,84.0,79.0,78.0,79.0,80.0,82.0,54.0,1
33,78,78,1330,1.0,3.0,1.0,82.1,80.0,75.0,68.0,76.0,79.0,78.0,56.5,1
21,85,92,1330,3.0,3.0,1.0,89.81,89.0,81.0,76.0,83.0,89.0,85.0,50.0,1
28,89,90,1325,4.0,3.0,1.0,96.16,84.0,89.0,74.0,85.0,88.0,89.0,47.0,0
27,73,76,1322,2.0,4.0,1.0,94.8,73.0,68.0,66.0,75.0,75.0,73.0,56.5,1
33,74,74,1321,2.0,2.0,1.0,86.18,74.0,72.0,72.0,72.0,75.0,74.0,46.5,1
31,81,81,1321,3.0,3.0,1.0,83.01,81.0,80.0,77.0,80.0,79.0,81.0,53.0,1
37,72,72,1320,1.0,3.0,1.0,82.1,78.0,75.0,78.0,68.0,69.0,72.0,38.5,1
30,87,87,1317,3.0,3.0,1.0,89.81,86.0,82.0,73.0,87.0,88.0,87.0,49.0,1
35,88,88,1317,3.0,3.0,1.0,92.08,88.0,85.0,73.0,89.0,89.0,88.0,53.0,1
28,82,85,1317,3.0,3.0,1.0,83.91,85.0,78.0,77.0,78.0,88.0,82.0,54.0,1
22,75,85,1317,1.0,3.0,1.0,83.91,73.0,70.0,69.0,74.0,78.0,75.0,52.5,1
25,82,86,1316,2.0,4.0,1.0,88.0,81.0,82.0,85.0,79.0,82.0,82.0,33.5,1
25,76,82,1314,1.0,3.0,1.0,86.18,77.0,72.0,73.0,71.0,83.0,76.0,53.0,1
32,74,74,1313,1.0,4.0,1.0,79.83,73.0,75.0,71.0,71.0,74.0,74.0,56.5,1
33,80,80,1313,3.0,3.0,1.0,86.18,78.0,76.0,81.0,79.0,83.0,80.0,45.5,1
28,82,84,1310,1.0,2.0,1.0,81.19,81.0,79.0,71.0,83.0,84.0,82.0,45.0,0
34,78,78,1304,2.0,3.0,1.0,92.08,78.0,77.0,74.0,78.0,79.0,78.0,55.5,1
29,76,77,1301,2.0,4.0,1.0,88.0,76.0,74.0,76.0,76.0,78.0,76.0,50.0,1
23,68,74,1297,1.0,3.0,1.0,92.08,67.0,66.0,78.0,67.0,68.0,68.0,42.5,1
35,74,74,1293,2.0,3.0,1.0,83.91,74.0,72.0,70.0,73.0,75.0,74.0,53.5,1
42,82,82,1292,4.0,2.0,1.0,92.08,77.0,76.0,74.0,91.0,78.0,82.0,33.5,1
31,82,82,1288,1.0,3.0,1.0,84.82,82.0,76.0,76.0,81.0,85.0,82.0,36.5,1
37,75,75,1288,2.0,2.0,1.0,73.94,74.0,71.0,73.0,76.0,75.0,75.0,47.0,1
32,72,72,1287,1.0,3.0,1.0,82.1,71.0,72.0,74.0,71.0,73.0,72.0,59.5,1
35,83,83,1287,3.0,3.0,1.0,82.1,81.0,81.0,78.0,81.0,84.0,83.0,48.0,1
37,79,79,1287,3.0,3.0,1.0,92.08,77.0,79.0,80.0,80.0,78.0,79.0,46.0,1
29,84,85,1286,3.0,2.0,1.0,84.82,85.0,82.0,72.0,82.0,88.0,84.0,47.0,1
34,75,75,1284,2.0,2.0,1.0,96.16,78.0,67.0,73.0,73.0,79.0,75.0,46.5,1
36,77,77,1281,1.0,2.0,1.0,76.2,74.0,76.0,78.0,73.0,79.0,77.0,51.0,0
27,81,84,1281,1.0,2.0,1.0,92.99,80.0,79.0,77.0,80.0,83.0,81.0,48.0,1
27,82,84,1279,1.0,3.0,1.0,84.82,83.0,81.0,72.0,81.0,84.0,82.0,41.5,1
33,81,81,1277,3.0,3.0,1.0,92.99,80.0,81.0,74.0,82.0,81.0,81.0,47.5,1
27,82,84,1277,2.0,3.0,1.0,77.11,82.0,82.0,71.0,79.0,87.0,82.0,56.5,1
25,80,84,1276,1.0,4.0,1.0,83.01,83.0,72.0,78.0,81.0,81.0,80.0,43.0,1
35,72,72,1275,1.0,3.0,1.0,77.11,72.0,71.0,71.0,70.0,73.0,72.0,62.5,1
32,70,70,1275,1.0,3.0,1.0,84.82,70.0,70.0,59.0,69.0,70.0,70.0,50.0,1
23,72,78,1275,1.0,3.0,1.0,74.84,72.0,70.0,68.0,73.0,72.0,72.0,56.5,1
37,79,79,1274,2.0,3.0,1.0,89.81,80.0,77.0,73.0,79.0,80.0,79.0,49.0,0
37,70,70,1273,1.0,4.0,1.0,83.01,70.0,70.0,72.0,67.0,69.0,70.0,41.0,1
39,83,87,1272,3.0,3.0,1.0,88.9,82.0,87.0,85.0,93.0,75.0,83.0,45.5,1
32,78,78,1268,1.0,3.0,1.0,88.9,80.0,78.0,83.0,77.0,74.0,78.0,43.5,1
28,82,83,1264,1.0,3.0,1.0,76.2,79.0,81.0,75.0,83.0,84.0,82.0,48.5,1
34,78,78,1264,3.0,2.0,1.0,83.91,76.0,75.0,75.0,77.0,77.0,78.0,52.5,1
28,76,76,1263,2.0,2.0,1.0,87.09,76.0,74.0,68.0,76.0,78.0,76.0,43.0,1
30,82,82,1261,2.0,1.0,1.0,82.1,81.0,80.0,79.0,79.0,82.0,82.0,49.0,1
33,84,84,1260,3.0,2.0,1.0,79.83,84.0,80.0,76.0,84.0,82.0,84.0,50.5,1
32,70,70,1257,1.0,3.0,1.0,77.11,68.0,67.0,66.0,70.0,71.0,70.0,55.0,1
30,77,77,1256,1.0,2.0,1.0,78.93,77.0,75.0,64.0,75.0,81.0,77.0,57.0,1
35,81,81,1256,2.0,2.0,1.0,83.01,80.0,82.0,70.0,81.0,82.0,81.0,48.5,1
24,74,78,1252,1.0,3.0,1.0,77.11,76.0,72.0,70.0,72.0,78.0,74.0,48.5,1
36,74,74,1252,1.0,2.0,1.0,78.93,73.0,72.0,73.0,74.0,75.0,74.0,45.0,1
33,76,76,1252,2.0,2.0,1.0,79.83,79.0,72.0,68.0,72.0,80.0,76.0,45.0,1
24,72,79,1250,2.0,2.0,1.0,77.11,72.0,68.0,60.0,70.0,80.0,72.0,50.0,1
30,74,74,1247,1.0,3.0,1.0,91.17,74.0,71.0,70.0,77.0,73.0,74.0,44.0,0
28,81,82,1246,1.0,2.0,1.0,93.89,78.0,80.0,79.0,81.0,82.0,81.0,37.0,0
33,75,75,1245,3.0,3.0,1.0,91.17,72.0,75.0,65.0,74.0,77.0,75.0,58.0,1
26,76,78,1244,1.0,3.0,1.0,79.83,77.0,77.0,70.0,75.0,75.0,76.0,42.0,1
34,78,78,1244,2.0,3.0,1.0,89.81,79.0,76.0,75.0,77.0,80.0,78.0,44.5,1
29,83,83,1242,2.0,4.0,1.0,88.0,82.0,78.0,79.0,83.0,85.0,83.0,48.5,1
25,79,83,1240,1.0,2.0,1.0,93.89,81.0,75.0,69.0,79.0,81.0,79.0,47.0,1
38,75,75,1239,2.0,1.0,1.0,94.8,78.0,70.0,58.0,75.0,79.0,75.0,45.5,1
23,69,77,1237,1.0,2.0,1.0,73.03,72.0,65.0,72.0,64.0,73.0,69.0,52.5,0
27,75,79,1236,1.0,3.0,1.0,84.82,79.0,74.0,70.0,73.0,77.0,75.0,41.5,1
38,75,75,1235,2.0,3.0,1.0,83.01,74.0,72.0,71.0,76.0,74.0,75.0,44.5,1
37,68,68,1235,2.0,2.0,1.0,92.99,69.0,58.0,66.0,67.0,73.0,68.0,41.0,1
21,78,84,1234,2.0,3.0,1.0,82.1,79.0,76.0,70.0,75.0,82.0,78.0,46.5,1
29,77,77,1230,1.0,3.0,1.0,79.83,79.0,75.0,65.0,77.0,79.0,77.0,59.5,1
32,75,75,1229,2.0,2.0,1.0,73.94,76.0,74.0,66.0,74.0,77.0,75.0,39.0,0
26,77,79,1229,2.0,3.0,1.0,89.81,77.0,74.0,77.0,74.0,80.0,77.0,47.0,1
35,73,73,1229,1.0,2.0,1.0,83.91,74.0,69.0,66.0,73.0,77.0,73.0,37.0,1
35,71,71,1227,1.0,3.0,1.0,81.19,68.0,68.0,67.0,74.0,72.0,71.0,56.5,1
27,76,78,1226,1.0,3.0,1.0,82.1,77.0,76.0,73.0,73.0,76.0,76.0,47.0,1
